Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
510,P.J. Washington,PF,22,CHO,61,58,30.5,4.8,10.7,0.449,1.8,4.4,0.399,3,6.2,0.486,0.532,1.8,2.3,0.755,1.4,5,6.5,2.5,1,1.3,2,2.7,13.1
511,Yuta Watanabe,SF,26,TOR,49,3,14.6,1.6,3.6,0.446,0.7,1.8,0.404,0.9,1.8,0.489,0.548,0.5,0.6,0.828,0.7,2.5,3.2,0.8,0.5,0.4,0.4,1.2,4.4
512,Tremont Waters,PG,23,BOS,24,3,7.9,1,2.6,0.365,0.4,1.1,0.333,0.6,1.5,0.389,0.437,0.5,0.6,0.929,0.2,0.5,0.7,2.1,0.5,0,0.9,0.6,2.8
513,Paul Watson,SF,26,TOR,27,2,11,1.4,3,0.463,1.1,2.4,0.469,0.3,0.7,0.444,0.646,0.2,0.3,0.625,0.1,1.5,1.7,0.6,0.2,0.1,0.3,1.3,4.1
514,Quinndary Weatherspoon,SG,24,SAS,18,0,4.5,0.3,0.9,0.353,0,0.2,0,0.3,0.8,0.429,0.353,0.6,0.7,0.833,0.1,0.2,0.3,0.3,0.3,0.1,0.5,0.7,1.2
515,Russell Westbrook,PG,32,WAS,63,63,36.3,8.4,19.1,0.441,1.3,4.1,0.319,7.1,15,0.474,0.475,4.1,6.2,0.651,1.7,9.8,11.5,11.7,1.3,0.4,4.9,2.9,22.2
516,Coby White,PG,20,CHI,66,51,31,5.5,13.1,0.416,2.3,6.5,0.359,3.1,6.6,0.474,0.506,1.9,2.1,0.906,0.4,3.7,4,4.7,0.5,0.2,2.2,2.6,15.2
517,Derrick White,SG,26,SAS,36,32,29.6,5.2,12.6,0.411,2.3,6.8,0.346,2.8,5.8,0.486,0.503,2.7,3.2,0.851,0.4,2.6,3,3.5,0.7,1,1.3,2.5,15.4
518,Hassan Whiteside,C,31,SAC,36,4,15.2,3.5,6.2,0.563,0,0,0,3.5,6.2,0.565,0.563,1.1,2.2,0.519,1.7,4.3,6,0.6,0.3,1.3,1.1,2,8.1
519,Greg Whittington,PF,27,DEN,4,0,3,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0,0,0,0,0,0,0,0,0
520,Andrew Wiggins,PF,25,GSW,70,70,33.2,7.1,14.9,0.476,2,5.2,0.377,5.1,9.7,0.53,0.542,2.4,3.4,0.716,1.1,3.7,4.8,2.4,0.9,1,1.8,2.2,18.6
521,Grant Williams,PF,22,BOS,61,8,17.9,1.6,3.8,0.424,0.8,2.1,0.365,0.9,1.7,0.495,0.524,0.5,0.8,0.583,0.8,2,2.7,1,0.5,0.4,0.9,2.6,4.4
522,Kenrich Williams,PF,26,OKC,66,13,21.6,3.3,6.2,0.533,0.8,1.8,0.444,2.5,4.5,0.568,0.596,0.5,1,0.571,1.3,2.9,4.1,2.3,0.8,0.3,1.2,2.2,8
523,Lou Williams,PG,34,TOT,64,4,21.7,4,9.9,0.409,1,2.7,0.394,3,7.2,0.415,0.462,2.3,2.7,0.865,0.3,1.7,2.1,3.4,0.7,0.1,1.6,1,11.4
523,Lou Williams,PG,34,LAC,42,3,21.9,4.3,10.2,0.421,1.1,2.8,0.378,3.2,7.4,0.437,0.473,2.5,2.8,0.866,0.4,1.7,2.1,3.4,0.9,0.1,1.6,1,12.1
523,Lou Williams,PG,34,ATL,22,1,21.4,3.5,9.2,0.384,1,2.3,0.431,2.5,6.9,0.368,0.438,2,2.3,0.863,0.3,1.7,2,3.4,0.4,0.1,1.7,0.9,10.1
524,Patrick Williams,PF,19,CHI,68,68,28,3.5,7.3,0.48,0.7,1.9,0.385,2.8,5.4,0.514,0.53,1.2,1.7,0.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9
525,Robert Williams,C,23,BOS,52,13,18.9,3.6,5,0.721,0,0,0,3.6,4.9,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1,2,8
526,Zion Williamson,PF,20,NOP,61,61,33.2,10.4,17,0.611,0.2,0.6,0.294,10.2,16.4,0.622,0.616,6,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27
527,D.J. Wilson,PF,24,TOT,35,1,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2
527,D.J. Wilson,PF,24,MIL,12,0,8.8,1.3,3.6,0.372,0.8,2.3,0.357,0.5,1.3,0.4,0.488,0.1,0.2,0.5,0.3,1.8,2.1,0.3,0.1,0.3,0.3,1.1,3.6
527,D.J. Wilson,PF,24,HOU,23,1,14.3,2.3,5.4,0.416,0.9,2.6,0.339,1.4,2.9,0.485,0.496,0.7,1,0.696,0.7,3,3.8,0.9,0.4,0.5,0.8,1.3,6.1
528,Dylan Windler,SF,24,CLE,31,0,16.5,1.8,4.2,0.438,0.8,2.5,0.338,1,1.7,0.585,0.538,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1,1.2,5.2
529,Justise Winslow,SF,24,MEM,25,0,18.8,2.6,7.6,0.34,0.2,1.9,0.125,2.4,5.7,0.413,0.356,0.7,1.2,0.586,0.6,3.6,4.2,1.8,0.6,0.5,1.4,1.7,6.1
530,Cassius Winston,PG,22,WAS,21,0,4.6,0.7,1.6,0.424,0.4,0.8,0.471,0.3,0.8,0.375,0.545,0.2,0.3,0.833,0,0.4,0.4,0.6,0.1,0,0.2,0.4,2
531,James Wiseman,C,19,GSW,39,27,21.4,4.9,9.4,0.519,0.3,1,0.316,4.6,8.5,0.542,0.535,1.4,2.2,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5
532,Christian Wood,C,25,HOU,41,41,32.3,8,15.6,0.514,1.9,5,0.374,6.1,10.6,0.581,0.574,3,4.8,0.631,1.9,7.8,9.6,1.7,0.8,1.2,2,2.1,21
533,Robert Woodard,SF,21,SAC,11,0,2.6,0.6,1.3,0.5,0.1,0.4,0.25,0.5,0.9,0.6,0.536,0.3,0.7,0.375,0.3,0.7,1,0,0,0.2,0.1,0.2,1.6
534,Delon Wright,SG-PG,28,TOT,60,36,27.6,3.8,8.1,0.47,1,2.7,0.39,2.8,5.5,0.509,0.534,1.7,2.1,0.802,1,3.3,4.3,4.4,1.6,0.5,1.3,1.2,10.4
534,Delon Wright,SG,28,DET,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2,2.5,0.789,1,3.5,4.6,5,1.6,0.5,1.3,1.3,10.4
534,Delon Wright,PG,28,SAC,24,5,25.2,3.9,8.1,0.479,1.3,2.9,0.443,2.6,5.2,0.5,0.559,1.3,1.5,0.833,1,2.9,3.9,3.5,1.7,0.4,1.3,1.1,10.3
535,Thaddeus Young,PF,32,CHI,65,20,24.1,5.4,9.6,0.56,0.2,0.7,0.279,5.2,8.9,0.581,0.57,1,1.6,0.635,2.4,3.7,6.1,4.3,1.1,0.6,2,2.3,11.9
536,Trae Young,PG,22,ATL,61,61,34.1,7.8,17.9,0.438,2.2,6.4,0.347,5.6,11.5,0.489,0.5,7.8,8.8,0.887,0.6,3.3,4,9.5,0.8,0.2,4.2,1.8,25.7
537,Cody Zeller,C,28,CHO,45,20,20.5,3.8,6.7,0.558,0.1,0.6,0.143,3.7,6.1,0.6,0.564,1.7,2.5,0.703,2.5,4.4,6.8,1.8,0.6,0.4,1,2.5,9.3
538,Ivica Zubac,C,23,LAC,69,30,22.8,3.7,5.6,0.65,0,0,0,3.7,5.6,0.655,0.65,1.9,2.4,0.787,2.7,4.7,7.4,1.3,0.3,0.9,1.1,2.6,9.3
